FFTE Feed tank level SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,TFE Steam temperature SP,FFTE Feed flow SP,FFTE Out steam temp SP,Extract tank Level,Extract tank Out flow PV,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed tank level PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Out steam temp PV,FFTE Production solids PV,FFTE Pump 1,FFTE Pump 1 - 2,FFTE Pump 2,FFTE Steam pressure PV,FFTE Temperature 1 - 1,FFTE Temperature 1 - 2,FFTE Temperature 2 - 1,FFTE Temperature 2 - 2,FFTE Temperature 3 - 1,FFTE Temperature 3 - 2,FFTE Unk Temperature,TFE Feed pump,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,Class
50.0,41.5,124.55,2038.55,40.5,-65.99,120.0,80.0,9400.0,50.0,44.45,39.24,1.28,57.25,10414.4,50.28,48.04,65.68,62.72,50.21,57.01,80.0,100.0,81.0,95.0,70.18,72.45,59.95,63.25,4.69,70.75,78.92,27.8,1616.08,47.01,28.37,80.0,4058.37,0.0,69.47,0.67,119.91,90.24,81.31,91.0,-38.26,1
25.0,43.0,139.44,2917.67,69.0,-80.0,120.0,80.0,10500.0,50.0,60.22,12.23,1.08,54.7,10324.9,50.5,40.28,63.16,63.41,50.06,54.78,80.0,100.0,81.0,104.16,69.5,71.87,58.89,53.45,0.52,70.24,73.73,30.0,1942.93,48.64,30.32,80.0,3538.91,0.0,74.88,0.91,119.91,74.28,81.9,81.0,-58.7,2
50.0,43.0,149.75,2991.88,68.0,-60.93,125.0,80.0,10500.0,50.0,53.65,1.85,1.27,46.27,10535.67,46.53,47.36,65.74,57.34,49.83,45.5,80.0,100.0,81.0,141.99,72.32,74.79,61.27,66.33,4.69,73.12,65.69,23.5,1904.67,46.66,31.13,80.0,2167.32,0.0,69.92,1.21,125.03,65.53,84.23,73.0,-78.1,2
50.0,43.0,158.16,2991.88,71.0,-80.0,125.0,80.0,10300.0,50.0,14.86,80.66,1.27,6.54,18219.85,31.73,43.71,55.7,41.2,52.17,6.08,75.0,100.0,70.0,134.96,61.27,63.48,57.78,58.89,9.36,61.68,54.51,50.63,5723.74,87.06,23.46,20.0,6653.05,0.0,1.19,1.08,1.98,53.07,13.23,69.0,2.3,2
50.0,41.5,116.0,2038.55,63.0,-56.63,120.0,80.0,9600.0,50.0,57.94,7.32,1.53,44.7,9607.0,49.6,49.89,64.76,65.11,49.93,44.92,80.0,100.0,81.0,100.28,82.35,83.28,66.65,61.07,4.04,83.41,69.31,27.0,1974.71,47.94,34.29,80.0,3596.63,0.0,58.39,1.07,119.91,69.41,84.12,75.0,-71.39,2
50.0,41.5,125.0,2036.39,37.5,-80.0,125.0,80.0,9390.0,40.71,6.25,1.75,1.26,13.41,9202.98,40.76,45.25,48.84,42.88,50.31,12.45,80.0,100.0,81.0,124.96,67.58,69.18,59.76,53.51,3.63,68.15,69.24,12.11,1077.82,36.12,25.64,80.0,846.95,0.0,36.64,1.22,120.23,69.37,94.31,72.0,-70.36,1
50.0,40.5,110.0,2119.48,63.0,-49.76,120.0,80.0,9400.0,50.0,54.41,39.72,1.25,52.47,9402.08,54.83,54.47,62.68,61.39,50.41,52.92,80.0,100.0,81.0,100.28,80.68,82.07,64.5,60.18,5.65,81.49,70.3,29.11,2179.64,53.61,30.22,80.0,3128.4,0.0,55.71,1.19,120.23,70.3,81.97,74.0,-60.84,0
50.0,43.0,100.0,2897.65,78.0,-62.66,125.0,80.0,10130.0,49.88,50.86,18.47,1.33,67.22,10138.78,57.2,45.28,64.34,61.94,50.12,67.22,80.0,100.0,81.0,100.28,68.73,71.17,59.18,61.07,8.63,69.34,78.19,26.5,1551.88,46.18,28.2,80.0,1603.76,0.0,79.6,1.25,125.03,89.01,78.79,91.0,-40.01,0
50.0,43.0,104.0,2897.65,83.0,-46.74,125.0,80.0,10130.0,49.28,45.48,1.75,1.32,61.35,10132.3,50.25,47.07,66.14,61.3,49.93,61.66,80.0,100.0,81.0,103.45,71.2,73.38,60.56,63.19,5.39,71.81,70.53,25.3,1789.23,46.75,30.86,80.0,3609.6,0.0,83.2,1.27,119.91,70.65,80.12,80.0,-66.12,2
25.0,43.0,115.0,2846.51,73.0,-79.82,120.0,80.0,10200.0,50.0,12.88,1.46,1.32,53.79,10209.47,50.86,54.92,63.44,59.09,50.12,53.87,80.0,100.0,81.0,132.02,71.2,73.28,61.65,59.98,18.56,71.87,68.0,20.0,1648.51,44.99,30.96,80.0,1577.82,0.0,79.4,1.27,119.91,69.73,79.45,80.0,-63.65,1
50.0,40.5,120.22,2296.3,63.0,-46.71,125.0,80.0,9300.0,50.0,58.43,23.18,1.25,49.86,9407.91,48.16,48.02,67.24,64.84,50.21,50.16,80.0,100.0,81.0,122.5,85.11,86.55,67.68,64.37,0.0,86.13,72.48,24.0,1391.7,43.13,35.3,80.0,1263.29,0.0,67.74,1.21,125.03,84.53,82.63,85.0,-54.45,1
25.0,43.0,135.0,2988.84,5.0,-50.0,2.0,80.0,14000.0,50.0,51.55,39.72,1.27,46.19,9773.67,56.94,50.47,63.48,61.88,49.73,46.04,80.0,100.0,81.0,115.08,80.72,82.22,65.21,61.46,3.02,81.52,65.98,31.8,2218.55,55.05,45.05,80.0,2327.5,0.0,58.83,1.19,119.91,72.23,69.18,72.0,-77.74,1
50.0,41.5,122.24,2038.55,65.0,-62.1,120.0,80.0,9400.0,50.0,68.65,19.34,1.3,45.97,9407.91,50.37,51.59,65.78,63.64,49.89,47.46,80.0,100.0,81.0,124.96,83.57,84.95,66.81,63.76,4.3,85.49,71.68,24.0,1654.99,44.06,32.57,80.0,2109.6,0.0,53.47,1.23,119.91,71.46,83.46,78.0,-68.22,1
50.0,41.5,128.52,2035.66,72.0,-72.97,120.0,80.0,9600.0,50.0,43.84,5.4,1.28,51.8,9286.64,49.06,65.82,66.65,64.89,49.89,51.95,80.0,100.0,81.0,117.9,85.2,86.49,68.92,63.96,22.72,86.52,68.76,22.0,1616.08,44.83,29.24,80.0,2404.67,0.0,72.68,0.95,119.91,81.59,82.21,82.0,-61.19,1
25.0,40.5,135.0,2066.67,5.0,-50.0,2.0,80.0,18000.0,49.28,61.69,21.93,1.32,48.59,10138.78,50.21,46.14,61.59,61.59,49.8,49.36,80.0,100.0,81.0,104.16,66.78,69.21,58.77,52.97,8.82,67.35,64.53,21.0,1859.92,46.14,29.04,80.0,3468.22,0.0,68.27,0.91,125.68,72.23,83.37,73.0,-73.5,1
50.0,40.5,114.0,2119.48,42.5,-36.37,120.0,80.0,9200.0,50.0,53.83,18.08,1.31,52.84,9638.78,56.97,54.12,66.07,63.57,50.15,50.98,80.0,100.0,81.0,112.26,84.24,85.2,67.58,62.71,2.86,85.04,73.61,26.2,1610.25,46.37,34.29,80.0,3070.69,0.0,61.23,1.18,119.91,81.33,82.45,81.0,-57.63,2
50.0,41.5,112.0,2038.55,67.0,-80.0,120.0,80.0,9600.0,50.0,65.31,7.32,1.53,48.97,9395.59,50.5,50.6,65.75,65.11,49.93,46.71,80.0,100.0,81.0,96.74,83.99,84.82,67.71,62.52,3.69,84.66,62.04,35.04,3173.15,61.04,34.83,80.0,1769.78,0.0,47.37,1.07,21.21,62.29,83.5,75.0,-82.31,2
50.0,40.5,110.0,1982.74,53.0,-77.08,120.0,80.0,9700.0,50.0,55.42,40.68,1.27,46.19,9696.5,46.4,52.65,63.7,64.47,50.25,45.07,80.0,100.0,81.0,99.56,80.81,82.26,65.05,58.96,4.65,81.65,64.12,27.22,2192.61,50.12,34.53,80.0,2147.86,0.0,57.81,1.18,119.91,70.56,84.01,70.0,-78.46,0
50.0,41.5,115.0,2216.1,70.0,-70.12,120.0,80.0,9400.0,50.0,62.42,21.93,1.24,40.6,9267.19,49.73,62.04,61.81,61.59,49.73,41.57,80.0,100.0,81.0,120.36,80.72,82.16,64.44,58.48,22.02,81.68,62.13,20.0,1538.91,42.65,28.16,80.0,2051.88,0.0,67.67,1.23,125.36,68.71,85.2,70.0,-74.93,1
50.0,43.0,119.0,2988.84,39.0,-62.35,120.0,80.0,10600.0,50.0,71.78,39.72,1.27,46.71,9177.69,48.13,51.08,62.74,61.78,49.96,46.19,80.0,100.0,81.0,114.36,80.43,82.22,64.82,60.5,2.86,81.42,54.7,28.6,1648.51,31.53,31.77,80.0,2699.09,0.0,54.12,1.19,21.53,54.7,83.65,70.0,-64.37,2
50.0,40.5,110.0,2119.48,36.5,-66.12,120.0,80.0,9400.0,50.0,37.45,5.2,1.32,47.98,9594.03,50.82,51.11,65.3,64.34,50.12,48.81,80.0,100.0,81.0,115.08,83.15,83.89,67.42,63.09,0.84,85.2,54.99,25.06,1872.24,64.95,23.05,80.0,2507.13,0.0,54.12,1.2,18.64,72.49,83.15,73.0,-37.55,0
50.0,42.0,110.0,2214.29,72.0,-71.18,120.0,80.0,9200.0,50.0,58.13,19.53,0.53,44.59,10171.21,49.25,57.45,65.63,65.21,50.25,46.29,80.0,100.0,81.0,120.0,69.7,72.29,61.88,57.23,18.62,70.46,62.0,23.1,2020.1,47.17,31.53,80.0,2725.03,0.0,74.37,0.91,120.23,72.04,81.42,70.0,-78.81,2
50.0,43.0,105.75,3012.56,69.0,-42.97,120.0,80.0,10400.0,50.0,66.81,1.65,1.28,54.46,10381.97,50.63,46.48,62.57,61.43,49.7,55.01,80.0,100.0,81.0,89.8,67.07,69.21,58.77,57.07,4.04,67.71,73.06,22.0,1642.02,45.41,29.78,80.0,1584.31,0.0,71.27,1.21,120.23,73.06,81.82,82.0,-59.41,2
50.0,42.0,135.0,2679.49,56.0,-62.2,125.0,80.0,9500.0,50.0,1.52,1.94,1.26,40.3,9363.17,49.35,51.42,61.6,60.48,49.73,39.7,80.0,100.0,81.0,126.74,80.85,83.35,65.14,60.24,5.45,82.74,60.53,20.5,1558.37,42.27,28.7,80.0,1167.32,0.0,62.02,1.22,125.03,71.4,41.04,72.0,-79.85,1
50.0,43.0,130.0,2799.07,72.0,-45.04,120.0,80.0,10600.0,51.11,22.78,6.84,1.05,46.44,10228.28,50.86,60.05,67.29,65.01,49.89,45.9,80.0,100.0,81.0,117.9,72.0,74.5,62.26,63.83,21.61,72.58,74.18,24.5,1673.8,46.24,30.02,80.0,1693.26,0.0,70.47,0.78,119.91,84.15,60.57,84.0,-56.91,2
50.0,43.0,115.0,2846.51,65.0,-60.24,120.0,80.0,10200.0,50.0,53.4,5.11,1.34,58.27,10202.98,50.79,58.48,71.97,65.59,50.41,59.2,80.0,100.0,81.0,130.95,75.88,78.09,62.84,69.89,16.19,76.74,68.89,24.63,2064.85,45.25,37.01,80.0,1911.15,0.0,66.34,1.24,120.23,68.89,56.46,76.0,-73.18,2
50.0,41.5,123.0,2038.55,65.0,-77.92,120.0,80.0,9400.0,50.0,56.13,40.11,1.27,54.78,9215.95,47.55,51.88,65.01,62.26,50.25,53.74,80.0,100.0,81.0,109.44,81.78,83.09,65.82,62.93,3.11,82.48,63.22,27.45,2141.37,101.41,48.69,80.0,1936.45,0.0,63.03,1.18,118.61,72.94,70.3,72.0,-78.81,2
50.0,43.0,81.28,3012.56,71.0,-36.37,120.0,80.0,10400.0,50.0,45.07,1.65,1.32,61.27,10414.4,50.57,47.31,65.01,60.67,49.89,61.58,80.0,100.0,81.0,80.19,68.76,71.2,59.25,61.75,5.32,69.73,75.49,23.0,1442.93,44.54,29.31,80.0,1410.51,0.0,84.18,1.28,119.91,75.33,80.15,86.0,-53.06,2
50.0,41.5,123.8,2038.55,67.0,-64.06,125.0,80.0,9400.0,50.0,55.65,21.55,1.26,47.91,9376.13,50.44,49.54,67.02,63.5,50.02,48.29,80.0,100.0,81.0,134.64,85.68,86.61,67.07,64.37,0.0,86.97,67.32,24.0,1693.26,45.63,30.86,80.0,1590.79,0.0,57.23,1.22,120.23,74.48,54.44,75.0,-65.05,1
50.0,42.0,135.0,1771.43,73.0,-75.88,125.0,80.0,9300.0,50.1,24.25,20.49,1.34,61.52,10215.95,50.79,53.07,73.28,62.32,50.21,63.22,80.0,100.0,81.0,115.08,77.0,79.5,63.61,71.01,8.98,77.93,74.05,29.0,1385.21,45.54,30.92,80.0,1551.88,0.0,71.89,1.27,69.91,73.89,77.23,87.0,-49.53,2
25.0,40.5,111.96,2296.3,71.0,-45.0,120.0,80.0,9300.0,50.0,57.09,7.61,1.05,47.39,9491.57,47.94,50.67,64.46,64.72,50.12,48.29,80.0,100.0,81.0,130.24,82.32,84.05,65.3,60.37,6.32,82.67,65.24,25.0,1846.95,47.55,37.38,80.0,1763.94,0.0,63.98,0.5,120.23,65.24,52.66,72.0,-76.32,2
50.0,42.0,104.0,2214.29,72.0,-80.0,120.0,80.0,9200.0,50.0,37.25,10.39,1.06,46.04,9113.49,49.09,61.88,63.13,63.19,50.37,46.12,80.0,100.0,81.0,110.12,81.55,83.03,65.37,59.34,19.81,81.71,66.39,16.0,1686.77,44.47,28.06,80.0,1532.43,0.0,73.11,1.24,119.91,66.04,83.82,79.0,-67.86,2
25.0,41.5,135.0,2038.55,5.0,-50.0,2.0,80.0,14000.0,50.0,63.04,40.68,1.3,44.63,9305.45,56.59,52.97,63.09,63.7,49.51,44.92,80.0,100.0,81.0,105.91,76.2,79.11,62.8,57.8,8.43,77.22,64.05,24.0,1898.18,46.59,29.81,80.0,2776.26,0.0,58.46,0.86,119.91,71.52,84.13,71.0,-77.39,1
50.0,39.0,130.0,2679.49,63.0,-67.85,120.0,80.0,9500.0,50.0,57.35,22.99,1.14,49.49,9902.08,49.86,52.2,69.08,68.89,50.34,49.49,80.0,100.0,81.0,90.07,76.49,78.38,61.33,57.01,2.79,77.38,70.91,14.08,1706.23,34.13,25.07,80.0,654.35,0.0,19.54,1.16,119.91,72.55,17.34,70.0,-73.18,2
50.0,42.0,125.0,2214.29,63.0,-67.0,120.0,80.0,9300.0,50.0,34.76,17.7,1.28,42.81,10510.38,50.95,58.8,66.17,59.18,49.03,41.81,80.0,100.0,81.0,120.0,71.55,74.05,61.75,62.9,19.78,72.45,64.24,28.0,1808.69,47.87,48.08,80.0,1738.0,0.0,65.74,1.24,119.91,71.65,41.22,72.0,-74.93,1
50.0,42.0,125.0,2214.29,70.0,-56.78,120.0,80.0,9400.0,50.0,60.77,21.35,1.27,50.09,10202.98,50.54,57.65,69.54,67.58,50.12,50.09,80.0,100.0,81.0,119.29,71.42,74.31,61.39,66.65,19.74,74.21,70.53,24.51,1538.91,45.31,31.33,80.0,2147.86,0.0,72.19,0.79,120.23,81.39,80.47,82.0,-57.98,2
25.0,41.5,135.0,2038.55,5.0,-50.0,2.0,80.0,18000.0,50.0,63.87,40.68,1.3,44.63,9293.13,46.82,52.97,63.09,63.7,50.15,45.52,80.0,100.0,81.0,105.91,76.2,79.11,62.8,57.8,8.43,79.37,61.97,24.0,1769.78,44.96,31.09,80.0,1538.91,0.0,58.46,0.86,119.91,61.94,83.98,70.0,-79.49,1
50.0,43.0,130.0,2186.05,59.0,-78.48,120.0,80.0,9600.0,50.0,63.95,1.56,1.33,49.54,10215.95,49.29,53.93,62.44,59.69,49.83,50.47,80.0,100.0,81.0,120.0,71.2,73.28,63.19,59.41,15.77,71.87,68.6,20.0,1885.21,47.23,28.94,80.0,3032.43,0.0,71.81,1.26,119.91,69.57,80.29,78.0,-65.05,0
50.0,40.5,105.97,2525.93,64.0,-80.0,125.0,80.0,9500.0,50.0,11.26,1.75,1.26,43.13,9498.05,50.25,47.78,61.89,60.86,49.77,43.59,80.0,100.0,81.0,120.21,80.65,82.32,64.95,60.14,0.52,81.42,63.64,26.36,2218.55,48.26,35.94,80.0,1936.45,0.0,54.26,1.18,120.23,63.73,69.5,69.0,-78.81,2
50.0,43.0,125.0,2799.07,72.0,-36.37,120.0,80.0,10400.0,51.11,22.43,6.84,1.05,46.76,10215.95,50.73,59.63,66.97,65.01,49.89,47.06,80.0,100.0,81.0,118.25,72.0,74.21,62.26,62.68,20.8,72.58,74.63,23.0,1629.05,45.89,29.58,80.0,1622.57,0.0,70.77,1.26,119.91,74.82,81.3,85.0,-55.17,2
50.0,43.0,125.0,2609.3,69.0,-79.84,120.0,80.0,10200.0,50.0,11.8,23.47,1.25,57.02,9293.13,49.19,63.51,63.44,62.96,49.89,57.54,80.0,100.0,81.0,101.35,80.65,82.45,65.95,57.23,20.45,81.29,65.88,24.0,1891.7,45.25,31.93,80.0,2077.17,0.0,69.41,1.2,120.23,65.88,53.36,72.0,-74.93,2
50.0,43.0,120.0,2846.51,67.0,-61.01,120.0,80.0,10300.0,50.1,60.23,18.28,1.06,50.01,10407.91,49.96,55.82,68.96,61.91,49.96,50.09,80.0,100.0,81.0,135.19,73.54,76.26,62.84,67.1,16.09,74.02,78.06,25.0,1590.79,46.5,29.51,80.0,1693.26,0.0,71.59,1.11,119.91,78.28,80.47,90.0,-42.47,2
50.0,41.5,150.35,2035.66,69.0,-80.0,120.0,80.0,10100.0,50.0,24.26,21.07,0.81,60.19,10882.62,49.45,52.87,68.72,65.16,50.25,60.19,80.0,100.0,81.0,95.0,70.94,73.51,61.11,63.86,8.18,71.62,69.28,29.11,1494.16,5.87,70.35,80.0,276.91,0.0,25.57,1.2,121.82,75.06,28.34,74.0,-74.57,2
50.0,43.0,84.54,3012.56,71.0,-60.84,120.0,80.0,10400.0,50.0,62.91,1.75,1.28,61.5,10388.46,50.28,46.62,65.94,61.72,49.96,63.43,80.0,100.0,81.0,89.36,70.46,72.74,58.8,62.93,1.9,71.17,79.21,26.75,1512.97,45.66,29.14,80.0,1642.02,0.0,76.23,1.23,119.91,91.52,79.7,91.0,-38.62,2
50.0,40.5,105.0,1990.32,59.0,-73.12,120.0,80.0,9300.0,50.0,54.29,5.11,1.32,59.94,9920.88,50.66,55.79,78.99,64.12,46.72,57.17,80.0,100.0,81.0,100.99,94.91,95.81,69.79,76.55,0.0,96.06,73.18,23.01,1282.75,29.42,29.88,80.0,892.35,0.0,51.51,1.2,120.23,73.18,22.91,79.0,-54.1,2
50.0,43.0,75.0,2991.88,78.0,-52.2,120.0,80.0,10130.0,40.71,56.81,18.47,1.28,46.34,9311.93,50.63,49.7,63.64,64.05,49.29,47.02,80.0,100.0,81.0,110.12,82.26,83.51,65.85,61.3,0.0,83.38,67.2,20.0,1654.99,44.83,29.47,80.0,1410.51,0.0,59.7,1.21,119.91,77.74,83.48,77.0,-73.18,2
50.0,42.0,115.0,1837.86,73.0,-64.72,125.0,80.0,9100.0,50.0,31.6,20.39,1.18,34.25,9311.93,49.16,53.74,61.01,61.46,49.22,34.17,80.0,100.0,81.0,118.25,78.41,80.11,62.8,56.85,17.44,79.63,67.32,30.0,3045.4,37.75,37.42,80.0,2590.14,0.0,62.89,1.06,135.6,67.32,87.2,83.0,-70.68,2
50.0,43.0,127.33,2609.3,72.0,-79.16,120.0,80.0,10200.0,50.33,65.09,21.25,1.05,45.3,9516.86,49.22,60.78,62.96,61.94,49.7,45.38,80.0,100.0,81.0,135.52,81.39,83.12,65.85,61.01,20.87,82.55,62.71,21.15,1667.32,44.51,27.96,80.0,1815.18,0.0,64.12,0.89,50.03,62.71,29.57,69.0,-80.92,0
50.0,41.5,131.8,2038.55,46.5,-58.67,120.0,80.0,9400.0,50.0,62.63,40.2,1.28,58.1,10363.17,50.25,48.83,65.86,63.06,49.51,57.63,80.0,100.0,81.0,107.3,69.76,69.92,59.22,63.13,5.55,68.15,78.03,28.0,1731.52,48.58,29.04,80.0,1885.21,0.0,68.95,0.67,119.91,89.98,81.07,90.0,-40.72,1
50.0,41.5,135.0,1925.3,70.0,-64.53,120.0,80.0,9400.0,50.4,4.28,1.75,1.29,44.44,9998.05,25.89,56.78,60.88,39.1,49.16,43.82,80.0,100.0,81.0,140.12,66.87,69.21,58.61,63.13,23.4,67.07,64.37,25.0,1635.54,44.8,38.8,80.0,2538.91,0.0,70.84,1.25,119.91,74.29,75.41,74.0,-73.18,2
50.0,43.0,139.78,2991.88,72.0,-79.93,120.0,80.0,10130.0,50.0,57.31,87.78,1.5,45.5,10318.42,50.28,52.66,67.65,58.09,49.45,45.5,80.0,100.0,81.0,138.15,70.72,73.28,61.65,66.72,10.9,71.36,64.6,19.0,1525.94,41.72,31.23,80.0,1859.92,0.0,67.75,1.2,120.23,71.78,20.47,73.0,-76.0,2
50.0,40.5,115.0,2119.48,63.0,-79.9,120.0,80.0,9230.0,50.0,67.68,39.72,1.25,45.67,9376.13,56.78,53.84,61.78,61.39,49.77,49.03,80.0,100.0,81.0,110.12,79.92,81.04,64.5,59.7,5.49,80.49,63.51,27.55,2225.03,51.75,28.84,80.0,2699.09,0.0,52.09,1.19,120.56,65.32,83.05,67.0,-68.22,0
50.0,43.0,104.0,2897.65,83.0,-58.42,125.0,80.0,10130.0,49.28,51.94,20.88,1.17,43.73,9389.11,50.18,52.2,63.06,63.64,49.93,43.73,80.0,100.0,81.0,103.45,79.69,81.26,63.64,58.93,8.27,80.08,60.05,27.3,1853.44,45.12,31.33,80.0,2885.21,0.0,64.41,0.5,119.91,68.9,84.48,69.0,-79.49,2
25.0,42.0,104.0,2214.29,60.0,-45.0,120.0,80.0,9400.0,50.12,48.11,1.56,1.3,39.96,10798.96,49.19,57.61,60.72,59.44,50.02,40.11,80.0,100.0,81.0,134.84,68.31,70.56,61.43,54.35,24.52,68.96,67.07,27.0,2096.63,47.49,30.92,80.0,2987.68,0.0,65.14,1.25,119.91,67.1,41.25,75.0,-72.46,2
50.0,41.5,120.0,2240.02,65.0,-79.76,120.0,80.0,9380.0,40.71,64.02,1.46,1.27,47.09,9529.83,50.5,52.37,63.12,61.81,49.96,47.91,80.0,100.0,81.0,124.97,81.2,82.87,65.37,60.91,6.35,82.1,66.68,28.5,1885.21,55.73,41.12,80.0,2507.13,0.0,63.1,1.17,119.91,66.65,54.93,74.0,-72.46,0
50.0,40.5,100.0,1982.74,60.0,-78.69,120.0,80.0,9800.0,50.0,64.29,39.62,1.25,46.57,9215.95,48.0,53.1,63.54,62.23,49.77,46.64,80.0,100.0,81.0,115.08,81.16,82.22,64.82,61.14,5.07,82.1,65.47,28.1,2186.12,45.34,31.87,80.0,2333.33,0.0,44.62,1.19,122.15,76.85,83.66,75.0,-74.57,0
50.0,40.5,115.66,2296.3,63.0,-39.39,125.0,80.0,9300.0,50.0,67.41,1.56,1.27,50.61,9273.67,50.41,51.41,63.14,61.72,50.28,51.13,80.0,100.0,81.0,120.36,81.2,82.87,65.34,60.85,5.39,82.1,78.54,21.0,1186.77,42.65,32.0,80.0,1154.34,0.0,63.25,1.17,125.03,90.37,82.41,91.0,-40.01,0
25.0,41.5,125.0,2036.39,37.5,-72.81,120.0,80.0,9190.0,40.71,54.94,23.18,1.25,49.11,9414.4,50.25,48.18,67.06,65.1,50.25,49.26,80.0,100.0,81.0,123.21,85.11,86.55,67.68,64.37,0.0,86.13,72.19,24.0,1571.34,44.35,35.5,80.0,1442.93,0.0,67.16,1.21,125.03,80.5,82.93,81.0,-64.01,1
50.0,43.0,68.0,2846.51,72.0,-56.84,120.0,80.0,10200.0,50.0,47.69,10.2,1.06,45.67,9286.64,50.82,60.88,63.57,64.15,50.25,46.27,80.0,100.0,81.0,110.12,77.77,79.34,63.44,57.2,20.55,79.57,63.38,17.0,1461.74,41.4,29.07,80.0,2212.06,0.0,73.84,0.77,119.91,70.63,83.86,71.0,-74.93,2
50.0,43.0,97.0,2988.84,76.0,-64.68,125.0,80.0,10200.0,50.0,46.23,55.96,1.26,44.4,9491.94,50.6,54.76,63.92,61.87,49.96,41.79,80.0,100.0,81.0,135.59,82.0,83.57,65.59,61.43,6.45,82.9,65.18,22.0,1693.26,44.35,28.97,80.0,1423.48,0.0,64.92,0.88,119.91,73.07,80.41,73.0,-74.21,2
50.0,43.0,93.49,2917.67,76.0,-54.21,120.0,80.0,10200.0,50.0,49.17,16.94,1.13,43.43,10401.43,50.44,51.91,62.32,63.48,49.99,44.28,80.0,100.0,81.0,129.2,69.63,106.16,61.65,56.4,18.82,70.27,65.24,24.0,1955.9,47.65,30.49,80.0,2558.37,0.0,65.67,0.75,119.91,72.36,81.9,73.0,-74.21,2
50.0,40.5,132.7,2296.3,63.0,-65.66,125.0,80.0,9600.0,50.0,54.98,43.56,1.26,54.32,10222.44,47.33,48.37,65.95,66.03,49.96,51.37,80.0,100.0,81.0,107.89,70.43,72.51,59.15,59.34,5.55,70.91,73.57,27.0,1878.73,47.46,29.61,80.0,1866.41,0.0,66.85,0.67,119.91,73.57,49.43,82.0,-59.77,2
50.0,40.5,112.0,2119.48,36.5,-57.33,120.0,80.0,9600.0,50.0,22.97,39.72,1.31,55.15,9510.38,49.19,54.47,62.68,60.24,49.83,57.84,80.0,100.0,81.0,100.28,80.68,82.07,64.5,59.73,5.65,81.49,71.74,31.8,1981.19,50.12,39.27,80.0,2955.25,0.0,63.83,1.19,119.91,80.43,80.65,81.0,-60.12,1
50.0,42.0,100.0,1992.86,63.0,-79.93,120.0,80.0,9300.0,50.0,31.65,18.95,1.26,44.55,9286.64,50.89,63.44,62.84,61.85,50.06,44.48,80.0,100.0,81.0,121.43,81.9,83.63,65.78,60.46,17.76,82.93,62.68,23.0,1622.57,43.8,28.57,80.0,2064.85,0.0,68.25,1.24,119.91,62.93,84.23,70.0,-79.13,1
50.0,43.0,115.0,2988.84,65.0,-77.88,120.0,80.0,10400.0,50.0,23.27,5.4,1.29,52.46,10305.45,50.5,48.42,62.16,62.23,49.73,52.15,80.0,100.0,81.0,83.54,68.22,70.62,58.96,56.33,9.62,68.6,73.73,32.0,1802.2,47.1,28.7,80.0,4384.57,0.0,69.32,1.2,119.91,73.73,82.61,82.0,-56.91,0
50.0,43.0,139.0,2991.88,69.0,-65.64,120.0,80.0,10130.0,50.0,62.52,87.59,1.24,41.25,10516.86,47.23,50.09,62.48,58.16,50.25,40.86,80.0,100.0,81.0,136.45,67.64,69.95,59.7,61.01,11.99,68.22,63.22,19.5,1949.42,45.63,28.77,80.0,2475.36,0.0,62.94,1.2,119.91,67.81,78.17,68.0,-79.49,2
25.0,41.5,135.0,2038.55,5.0,-50.0,2.0,80.0,14000.0,50.0,18.92,39.82,1.3,8.08,14009.73,30.25,42.71,44.12,24.94,49.09,8.7,75.0,100.0,70.0,134.48,59.6,62.52,55.24,54.35,10.55,61.68,46.78,0.0,3398.18,39.74,19.49,20.0,2372.24,0.0,0.0,0.86,1.98,74.93,70.21,75.0,2.3,1
25.0,41.5,128.52,2035.66,73.0,-45.0,120.0,80.0,9600.0,50.0,55.93,6.46,1.27,-13.6,12028.53,60.18,52.87,58.61,46.91,50.57,-13.14,70.0,95.0,65.0,85.47,61.65,64.21,58.32,58.22,21.73,63.54,72.1,25.93,3141.37,61.72,25.31,80.0,2756.81,0.0,-15.3,0.79,119.91,70.75,51.25,75.0,-57.98,2
25.0,43.0,141.9,2917.67,69.0,-80.0,120.0,80.0,10200.0,50.0,63.88,12.23,1.08,54.7,10324.9,50.12,41.02,63.16,63.41,50.06,54.62,80.0,100.0,81.0,104.48,69.5,71.87,58.89,53.45,0.97,70.24,75.3,30.0,1757.46,47.01,29.47,80.0,3256.81,0.0,76.75,0.91,119.91,75.37,81.96,83.0,-53.06,2
