Salt,VC,EC,EMC,C1-0C,C2-10C,C3-20C,saltEC,ecEMC,c1C2,s1S2
0.19703731366507954,0.0,0.23047220194413492,0.9727845787705327,0.8853726498867049,0.8542227046339794,0.752032433324874,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.24628263778669898,0.0,0.22580222635934008,0.9626038296416128,0.9048433768142565,0.8856706748299784,0.8065771652026623,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.2703762487162729,0.0,0.22353534965437982,0.9575990075908414,0.9056050584849041,0.8724985725511477,0.8068462199338989,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.35880870133507603,0.0,0.21510878563170413,0.9393568784221007,0.8689754424643269,0.8661782247624217,0.7863460838778127,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.4557557651012977,0.0,0.20544748984446215,0.9198256284221006,0.8550814501806596,0.8449332632328748,0.771807956070701,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5191174182304795,0.0,0.20011212132855039,0.905973898705824,0.8414553861228483,0.8564998388820106,0.8249921270916707,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5730308405688855,0.0,0.19577396899024438,0.8939615480338479,0.7659474707575475,0.7483076957866227,0.7204429619256977,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6205085114990819,0.0,0.19031809624271295,0.8852040816326531,0.7215096607263152,0.7455217678883365,0.7044770095789601,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6807145302337161,0.0,0.184565329011481,0.8727989671478349,0.672714189478841,0.6993391335809457,0.6530325219906382,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7254100146267076,0.0,0.18055550704338502,0.8633006937531111,0.6342090758772734,0.6456557502162364,0.596745049240074,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.78255376093113,0.0,0.17499310156934933,0.8516441637630664,0.6069760854920692,0.6469379102148801,0.6135181657805189,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8302803970995549,0.0,0.1706811458031345,0.8415334121453462,0.5087172362055232,0.5861902096795155,0.517239376159916,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8826502349609435,0.0,0.16569855779138448,0.8307207410403187,0.33354384836793316,0.3733561725149662,0.3017723980420157,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9304826813556156,0.0,0.16125736560285298,0.8207227631906423,0.284761773531752,0.32940544635336144,0.25921283146472773,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.44216226309401546,0.0,0.6869771600820126,0.38796703894972623,0.824828525935452,0.8948131313987866,0.9543004424115871,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5342794012386021,0.0,0.6708889719417247,0.37710186971129916,0.6824552942617427,0.7639061784508926,0.798799037517848,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6325833255531697,0.0,0.6535450947791976,0.36570199726231956,0.45754294506705745,0.5338183832799093,0.5287812126419034,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.41487567298415956,0.0,0.9166110717192284,0.1408330481582877,0.6446238287708981,0.6899094912628823,0.7077026089136611,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5085550679986307,0.0,0.8949761960481598,0.13565323232951718,0.499938759262661,0.5735585593225128,0.576107328378242,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5931472318177574,0.0,0.8776515297051661,0.12851543056246892,0.50687044522016,0.6787386440083895,0.6902140513833385,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.14119441073040176,0.0,0.97666758645742,0.15946405238924838,0.8321027772674384,0.8565631554251534,0.810554894808773,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.32507391155509907,0.0,0.935586122103969,0.1477589130164261,0.7868745789699304,0.8311913120657589,0.8485130139939034,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.16176516353904088,0.0,0.7379626751240844,0.41879510950721754,0.8720470481964601,0.8660945564732679,0.8237599787202164,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.35010736625898603,0.0,0.7043821625794192,0.397348649825784,0.8548422285504318,0.8866769556049268,0.8873180440944013,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.30948868764198795,0.108546,0.1572929510263817,0.8080746017919365,0.8361331832935268,0.7726076805228136,0.8037337458839214,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6355335636261786,0.103225,0.13918238752065165,0.7367315828770533,0.6888664339518641,0.6455562527912978,0.619516863311024,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
1.0,0.100083,0.09657453623335205,0.676420949477352,0.10251699430460962,0.1507668650961888,0.04256262401741606,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.2839386300687766,0.307606,0.042398278710569774,0.5569274203583872,1.0,1.0,1.0,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5995767590950114,0.289704,0.02339004600118057,0.5142950472872075,0.8145477371547553,0.8566490850194186,0.8557622045366301,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9285905455450782,0.273225,0.0,0.46959580326032857,0.2769440106558872,0.33664388401765993,0.27539280462040433,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.27041981763296297,0.101654,0.6046168838653566,0.3356594543305127,0.8895791230326415,0.9174374890468033,0.9147188225186575,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5670183300656646,0.096633,0.553690747720025,0.30946483013937287,0.5445239298181144,0.586922872535883,0.5450926557230694,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9038931939127999,0.082602,0.5123927250372864,0.27748763377302144,0.14305836242268244,0.164615097603581,0.05253905115403171,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
