Salt,VC,EC,EMC,C1-0C,C2-10C,C3-20C,saltEC,ecEMC,c1C2,s1S2
0.24315812404692996,0.310562,0.37700010827916464,0.1913965281234445,0.9160045011941946,0.951483698816772,0.9487114418581899,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5403666013132916,0.286128,0.3486658959053011,0.17760312966650077,0.678865056035274,0.7426431264804482,0.7371610445438449,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8472100332991005,0.268895,0.31283247816079107,0.1551494835739174,0.0,0.07303224055763634,0.0,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.24506893225033458,0.103901,0.8100049948130785,0.11054356956197116,0.7995035672729496,0.8195749877041527,0.7933017601682818,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5292129586406498,0.099193,0.754269168031799,0.09298586050273769,0.3551005879110776,0.4656106371792473,0.5187130623014581,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.2302243799209535,0.296476,0.5516840902978375,0.028341214534594338,0.8683706901831099,0.8951907693525312,0.899676217090479,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.5178850403012479,0.282732,0.5092019825565758,0.012500388875062255,0.6162464021066809,0.6858074837892689,0.7024010077322665,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.812852830423552,0.267502,0.4642591434768789,0.0,0.3765999142629669,0.3402167460950082,0.16206878628799296,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.24315812404692996,0.310562,0.37700010827916464,0.1913965281234445,0.9160045011941946,0.951483698816772,0.9487114418581899,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.03450035788752995,0.0,0.25163553931756183,1.0,0.5188831986037105,0.39890439767311636,0.11294183831645105,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.006535337503501067,0.0,1.0,0.17555375808860132,0.0,0.0,0.28007068801575213,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.03271403230323966,0.114292,0.17921948186673275,0.8589550149328025,0.6154407036560711,0.525519393517968,0.28126003222541973,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.01478853515077957,0.105917,0.6440130354142725,0.3633668025136884,0.5310031232776039,0.436962162712208,0.2770835690110107,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.008595524849842842,0.108919,0.8578591462711798,0.12138151754604283,0.20980311102945517,0.3799727512733966,0.32764445640243345,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.027112314443095874,0.322698,0.056526963258434385,0.5920836703583873,0.7523654234796985,0.6887539643505239,0.4945470555322859,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.007350698658699788,0.323792,0.40505838342700057,0.20809676767048285,0.6284447914752891,0.5651238912538369,0.4006041501692301,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.0,0.308579,0.5859719102889656,0.038555018043802916,0.5731099577438903,0.5023184030663295,0.31544832773312237,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.4033672548470419,0.0,0.21129107185894364,0.929685555624689,0.8511907495866246,0.8326046277609122,0.7575572276355905,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
