C5-40C,C7-60C,VC,logClass,saltEC,ecEMC,c1C2,s1S2
0.640460837612716,0.5770333737675347,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6851918688420239,0.6728002239432676,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7525157652729194,0.7378619638580446,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7168076707750638,0.5963578115766232,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6915434479269985,0.738064134863612,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7593220435317625,0.77737861963858,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6998701265484639,0.5677428384809182,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7233382876597491,0.7737177692762275,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7241624299123853,0.8299213088239865,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6467328443422633,0.715638704861435,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6492137967096839,0.6341171347703024,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6164271444039325,0.6073901278342821,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.4524143105197498,0.46639917887468507,0.0,1,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.391845538690638,0.47079406550340613,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.962529946203404,0.9788560231408041,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9072356847911657,0.9673664893782459,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7054629263870457,0.7647911417996329,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8450982008122069,0.9705701222357,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7755917483467424,0.948415290348667,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7787462238654546,0.8269571708500512,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7798488693620856,0.7501166371185966,0.0,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8839323521304082,0.9295760629529407,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7508674807676463,0.693514976206028,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
1.0,1.0,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6944165783318794,0.6102765077291534,0.108546,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7261602644075701,0.7124568442661191,0.103225,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
