C5-40C,C7-60C,VC,logClass,saltEC,ecEMC,c1C2,s1S2
0.27244437750262235,0.3553606419707006,0.100083,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8716242138677567,0.7807470996236511,0.307606,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8583441561209618,0.8755435289726603,0.289704,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.4635714914985462,0.5314826910516005,0.273225,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8748724710910797,0.8405399521010231,0.101654,1,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6572250277792783,0.7705327983577493,0.096633,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.34459661078603376,0.44345121458119535,0.082602,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9221753945225801,0.9336163727411275,0.310562,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8255319269866805,0.8828714503436909,0.286128,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.3474441643623841,0.46004167833037873,0.268895,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7828896700873312,0.8099001586264809,0.103901,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.7091374640858706,0.7862274890361104,0.099193,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8854840130612341,0.857217504898759,0.296476,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.8065624458268567,0.8823893502534911,0.282732,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.3786962069563296,0.5691144909956142,0.267502,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.9221753945225801,0.9336163727411275,0.310562,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.0,0.0,0.0,1,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.2165874258627208,0.09529719137818508,0.0,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.16008536976989413,0.0,0.114292,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.2384584561257931,0.14351653136760942,0.105917,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.27624679934409735,0.15497807222170396,0.108919,4,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.39341709271031955,0.21924667973002365,0.322698,3,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.32147515779482266,0.18433019190693967,0.323792,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.27307527260636466,0.1415290348667228,0.308579,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
0.6683992599770946,0.5949892693850894,0.0,2,-0.028588205263288643,-0.07283892239037734,0.06119888611884526,0.04466434040256795
